eng_Latn,mal_Mlym
"If the birthday boy is your son, grandson or nephew, the value of the gift, as a rule, significantly increases.
","പിറന്നാൾ കുട്ടി എങ്കിൽ - നിങ്ങളുടെ മകൻ, ചെറുമകൻ അല്ലെങ്കിൽ മരുമകനാണ്, സംഭാവനയുടെ തുക, ചട്ടം പോലെ, അത് ഗണ്യമായി വർദ്ധിപ്പിക്കുന്നു.
"
"Imraan Hasmi is Mahesh Bhatt's nephew.
","മഹേഷ് ഭട്ടിന്റെ ബന്ധുവാണ് ഇമ്രാൻ ഹാഷ്മി.
"
"Imran Khan: Aamir Khan's nephew, actor Imran Khan, too cannot vote in India as he holds an American passport.
","ആമിർ ഖാന്റെ മരുമകനും നടനുമായ ഇമ്രാൻ ഖാനും അമേരിക്കൻ പാസ്പോർട്ടാണ് ഉള്ളതെന്നതിനാൽ ഇന്ത്യയിൽ വോട്ടവകാശമില്ല.
"
"In 1879, when she was seventeen years old, her father arranged her marriage to captain-major (Ottoman Turkish: Kolaas) Mehmet Faik Bey, an aide-de-camp of Sultan Abdul-Hamid II and a nephew of Gazi Osman Pasha, the hero of the Siege of Plevna (1877).
","1879-ൽ, പതിനേഴാമത്തെ വയസിൽ പിതാവ് അവരെ സുൽത്താൻ അബ്ദുൽ ഹമീദ് രണ്ടാമന്റെ അംഗരക്ഷകനും ഗാസി ഉസ്മാൻ പാഷയുടെ അനന്തരവനും, പ്ലെവ്ന ഉപരോധത്തിന്റെ (1877) നായകനുമായിരുന്ന ക്യാപ്റ്റൻ-മേജർ (ഓട്ടോമൻ ടർക്കിഷ്ഃ Kolağası) മെഹ്മെത് ഫെയ്ക്ക് ബേയ്ക്ക് വിവാഹം ചെയ്തുകൊടുത്തു.
"
"In 2004, her sister and nephew had been killed in a plane crash.
","2004ൽ നടന്ന വിമാനാപകടത്തിൽ സഹോദരനും സൌന്ദര്യയും കൊല്ലപ്പെടുകയായിരുന്നു.
"
"In addition, little is known about Lamar's uncles, aunts, nephews and nieces while his cousins have not been identified in notable events of his early life till date.
","അതുപോലെ, സ ma മയുടെ അമ്മാവൻമാർ, അമ്മായിമാർ, മരുമക്കൾ, മരുമക്കൾ എന്നിവരെക്കുറിച്ച് കൂടുതൽ അറിവില്ല, അതേസമയം അദ്ദേഹത്തിന്റെ ആദ്യകാല ജീവിതത്തിലെ ശ്രദ്ധേയമായ സംഭവങ്ങളിൽ അദ്ദേഹത്തിന്റെ കസിൻസിനെ തിരിച്ചറിഞ്ഞിട്ടില്ല.
"
"In addition, little is known about Lamar's uncles, aunts, nephews and nieces while his cousins have not been identified in notable events of his early life to date.
","അതുപോലെ, സ ma മയുടെ അമ്മാവൻമാർ, അമ്മായിമാർ, മരുമക്കൾ, മരുമക്കൾ എന്നിവരെക്കുറിച്ച് കൂടുതൽ അറിവില്ല, അതേസമയം അദ്ദേഹത്തിന്റെ ആദ്യകാല ജീവിതത്തിലെ ശ്രദ്ധേയമായ സംഭവങ്ങളിൽ അദ്ദേഹത്തിന്റെ കസിൻസിനെ തിരിച്ചറിഞ്ഞിട്ടില്ല.
"
"In addition, not much is documented about Nick Pope's uncles, aunts, cousins, nephews and nieces.
","കൂടാതെ, നിക്ക് പോപ്പിന്റെ അമ്മാവൻമാർ, അമ്മായിമാർ, കസിൻസ്, മരുമക്കൾ, മരുമക്കൾ എന്നിവരെക്കുറിച്ച് കൂടുതൽ രേഖപ്പെടുത്തിയിട്ടില്ല.
"
"In addition, not much is known about Martinez's uncles, aunts, cousins, nephews and nieces.
","കൂടാതെ, മാർട്ടിനെസിന്റെ അമ്മാവന്മാർ, അമ്മായിമാർ, കസിൻസ്, മരുമക്കൾ, മരുമക്കൾ എന്നിവരെക്കുറിച്ച് കൂടുതൽ അറിവില്ല.
"
"In addition, not much is known about Onana's uncles, aunts, nephews and nieces.
","കൂടാതെ, ഒനാനയുടെ അമ്മാവൻമാർ, അമ്മായിമാർ, മരുമക്കൾ, മരുമക്കൾ എന്നിവരെക്കുറിച്ച് കൂടുതൽ അറിവില്ല.
"
"In addition, the winger's uncles, aunts and cousins are not known while he is yet to reveal his nieces and nephews.
","കൂടാതെ, വിംഗറിന്റെ അമ്മാവന്മാരെയും അമ്മായിമാരെയും കസിൻമാരെയും അറിയില്ല, അതേസമയം അദ്ദേഹം തന്റെ മരുമക്കളെയും മരുമക്കളെയും വെളിപ്പെടുത്തിയിട്ടില്ല.
"
"In such a situation, how can Fadnavis' nephew who is less than 45 years of age get vaccinated?
","ഈ സാഹചര്യത്തിൽ ഫഡ്നാവിസിന്റെ, 45 വയസ്സിന് താഴെ പ്രായമുള്ള ബന്ധുവിന് പ്രതിരോധ കുത്തിവയ്പ് എങ്ങനെ നൽകാൻ കഴിയും?
"
"It's nice to see my nephew:)
","വലിയമ്മായിയെ കണ്ടതിൽ വലിയ സന്തോഷം ഉണ്ട് ട്ടൊ:)
"
"Jafri was killed along with his three brothers and two nephews.
","ജഫ്രിയുടെകൂടെ അയാളുടെ മൂന്നു സഹോദരങ്ങളും രണ്ടു മരുമക്കളും വധിക്കപ്പെട്ടു.
"
"Jitu Soni, another son, two brothers and nephews also face criminal cases and they all had been absconding.
","ജിതു സോണി, മറ്റൊരു മകൻ, രണ്ട് സഹോദരന്മാർ, മരുമക്കൾ എന്നിവരും ക്രിമിനൽ കേസുകൾ നേരിടുന്നുണ്ട്.
"
"Just like the King and Queen of the Golden Age of India, your destiny depends on the curtailment of Ludo's nephew and your strategy of moving the tokens effectively.
","ഇന്ത്യയുടെ സുവർണ്ണ കാലഘട്ടത്തിലെ രാജാക്കന്മാരെയും രാജ്ഞികളെയും പോലെ, നിങ്ങളുടെ വിധി ലുഡോയുടെ പകിടയുടെ ചുരുളിനെയും ടോക്കണുകൾ ഫലപ്രദമായി നീക്കുന്നതിനുള്ള നിങ്ങളുടെ തന്ത്രത്തെയും ആശ്രയിച്ചിരിക്കുന്നു.
"
"Last May 28th, Kevin's nephew Neena's father and brother were eliminated.
","കഴിഞ്ഞ മേയ് 28-നായിരുന്നു കെവിന്റെ ജീവൻ നീനുവിന്റെ അപ്പനും സഹോദരനും മറ്റും ചേർന്ന് ഇല്ലാതാക്കിയത്.
"
"Limitation of private property through progressive taxation, heavy inheritance taxes, abolition of inheritance through collateral lines (brothers, nephews, etc.), forced loans, and so forth.
","ക്രമപ്രവൃദ്ധമായ ആദായനികുതിക, ഉയർന്ന പിന്തുടർച്ചാവകാശനികുതികൾ, ഭിന്നശാഖയിലുള്ളവർക്ക് (സഹോദരന്മാർ, അനന്തിരവന്മാർ, മുതലായവർക്കു്) ലഭിക്കുന്ന പിന്തുടർച്ചാവകാശം ഇല്ലാതാക്കൽ, നിർബ്ബന്ധിതവായ്പകൾ തുടങ്ങിയ മാർഗ്ഗങ്ങളിലൂടെ സ്വകാര്യസ്വത്തുടമസ്ഥത പരിമിതപ്പെടുത്തുക.
"
"Mammootty's nephew Maqbool Salman is the hero of the film.
","മമ്മൂട്ടിയുടെ സഹോദര പുത്രൻ മഖ്ബൂൽ സൽമാനാണ് ഈ ചിത്രത്തിലെ നായകൻ.
"
"Me, my brother, and my two nephews.
",". എന്റെ അനിയൻ, ഞാൻ , പിന്നെ എന്റെ രണ്ടു കസിൻസ്.
"
"Mehul Choksi is a main accused in the multi-crore Punjab National Bank (PNB) bank scam, along with his nephew Nirav Modi.
","നീരവ് മോദിയൊടൊപ്പം പഞ്ചാബ് നാഷണൽ ബാങ്ക് വായ്പ തട്ടിപ്പു കേസിൽ പ്രതിയാണ് മെഹുൽ ചോക്സി.
"
"Mr Bansal's nephew was arrested by the CBI on Saturday.
","ശനിയാഴ്ചയാണ് ബൻസലിനെ സിബിഐ അറസ്റ്റ് ചെയ്തത്.
"
"Munna is the nephew of Malayalam actress Jayabharathi.
","മലയാളം അഭിനേത്രിയായ ജയഭാരതിയുടെ സഹോദരീപുത്രനാണ് മുന്ന.
"
"My friend's nephew is in that situation.
",". എൻറെ കൂട്ടുകാരിയുടെ അനിയൻ ഇതുപോലൊരു അവസ്ഥയിലായിരുന്നു .
"
"My nephew does not live with me.
","എന്റെ സഹോദരൻ എനിക്കൊപ്പമല്ല താമസിക്കുന്നത്.
"
"My nephew has been asking for this for several months.
","എന്റെ പൊന്ന് സഹോ ഇത് ഞാൻ മാസങ്ങളായിട്ടു ചോദിക്കുന്നതാ നോ റിപ്ലൈ.
"
"My nephew has begun to speak.
","എന്റെ കുഞ്ഞുപൂവ് സംസാരിച്ചു തുടങ്ങി .
"
"My nephew is in high school.
","എന്റെ ഇളയ സഹോദരൻ ഹൈസ്കൂൾ ആണ്.
"
"My nephew is living with us as well.
","എൻറെ സഹോദരനും ഞങ്ങളുടെ കൂടെ താമസിക്കുന്നുണ്ട്.
"
"My nephew married in September of 2012.
","2012 സെപ്തംബറിലാണ് മകളുടെ വിവാഹം നടന്നത്.
"
"My nephew's son was there.
","എൻറെ വല്യമ്മയുടെ മകൻ അങ്ങോട്ട് വന്നത്.
"
